subject,latitude,longitude
Animal Control,42.3418,-71.1436
Public Works Department,42.3511,-71.0866
Public Works Department,42.3392,-71.1556
Public Works Department,42.3575,-71.1356
Public Works Department,42.2852,-71.0455
Public Works Department,42.3594,-71.0587
Public Works Department,42.2871,-71.0797
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2672,-71.0987
Public Works Department,42.2877,-71.0547
Mayor's 24 Hour Hotline,42.3377,-71.0758
Public Works Department,42.2933,-71.0615
Transportation - Traffic Division,42.3375,-71.1471
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3355,-71.0549
Transportation - Traffic Division,42.3773,-71.0676
Public Works Department,42.3613,-71.0697
Transportation - Traffic Division,42.3669,-71.0542
Transportation - Traffic Division,42.3486,-71.0608
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3231,-71.0617
Public Works Department,42.2885,-71.0762
Public Works Department,42.3912,-71.0050
Transportation - Traffic Division,42.3801,-71.0273
Transportation - Traffic Division,42.3162,-71.0771
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2988,-71.1129
Public Works Department,42.3594,-71.0587
Public Works Department,42.3574,-71.1309
Public Works Department,42.2965,-71.0904
Public Works Department,42.2972,-71.0666
Public Works Department,42.2881,-71.0629
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3508,-71.1601
Public Works Department,42.3594,-71.0587
Public Works Department,42.2865,-71.0701
Public Works Department,42.2893,-71.0507
Parks & Recreation Department,42.3415,-71.0890
Public Works Department,42.3532,-71.0491
Public Works Department,42.3233,-71.0588
Public Works Department,42.3137,-71.0970
Public Works Department,42.3822,-71.0325
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3323,-71.0492
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3172,-71.0552
Public Works Department,42.2889,-71.0484
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3502,-71.1269
Transportation - Traffic Division,42.3226,-71.1094
Public Works Department,42.2964,-71.0547
Public Works Department,42.3394,-71.0797
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3121,-71.1145
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3812,-71.0370
Public Works Department,42.3417,-71.0520
Public Works Department,42.2987,-71.0665
Transportation - Traffic Division,42.3651,-71.0534
Transportation - Traffic Division,42.3873,-71.0064
Transportation - Traffic Division,42.3741,-71.0593
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3321,-71.0407
Boston Water & Sewer Commission,42.3585,-71.1356
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3431,-71.0736
Public Works Department,42.2843,-71.0583
Public Works Department,42.2900,-71.0882
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2980,-71.0566
Transportation - Traffic Division,42.3407,-71.0808
Boston Water & Sewer Commission,42.3594,-71.0587
Parks & Recreation Department,42.3430,-71.0699
Public Works Department,42.3631,-71.0539
Public Works Department,42.3594,-71.0587
Public Works Department,42.3292,-71.0581
Transportation - Traffic Division,42.3204,-71.0646
Public Works Department,42.3159,-71.0631
Public Works Department,42.2874,-71.0736
Public Works Department,42.2829,-71.0649
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3103,-71.0614
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.2848,-71.0720
Public Works Department,42.2432,-71.1242
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3147,-71.0991
Transportation - Traffic Division,42.3668,-71.0375
Transportation - Traffic Division,42.3750,-71.0383
Transportation - Traffic Division,42.3268,-71.0553
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3322,-71.0468
Public Works Department,42.3365,-71.0460
Mayor's 24 Hour Hotline,42.3649,-71.0619
Transportation - Traffic Division,42.3327,-71.0392
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3138,-71.0639
Public Works Department,42.3375,-71.0373
Public Works Department,42.3422,-71.1588
Public Works Department,42.3884,-71.0035
Inspectional Services,42.3321,-71.0843
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3014,-71.0795
Public Works Department,42.2717,-71.0765
Public Works Department,42.3372,-71.1511
Public Works Department,42.3523,-71.1305
Public Works Department,42.3329,-71.0330
Public Works Department,42.3173,-71.0620
Public Works Department,42.3021,-71.0824
Inspectional Services,42.3232,-71.1007
Mayor's 24 Hour Hotline,42.3216,-71.0616
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2906,-71.0622
Transportation - Traffic Division,42.3522,-71.0487
Transportation - Traffic Division,42.2903,-71.1339
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3222,-71.1068
Inspectional Services,42.3235,-71.0850
Public Works Department,42.3330,-71.0530
Public Works Department,42.3216,-71.0571
Public Works Department,42.3594,-71.0587
Public Works Department,42.2599,-71.1172
Public Works Department,42.3685,-71.0397
Transportation - Traffic Division,42.3155,-71.1013
Public Works Department,42.3146,-71.0579
Public Works Department,42.2987,-71.1426
Public Works Department,42.2912,-71.0900
Transportation - Traffic Division,42.3138,-71.0730
Public Works Department,42.2822,-71.0574
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Property Management,42.3418,-71.0811
Public Works Department,42.3594,-71.0587
Public Works Department,42.2871,-71.1238
Public Works Department,42.2679,-71.0935
Public Works Department,42.3176,-71.0524
Public Works Department,42.2917,-71.1463
Public Works Department,42.3492,-71.1701
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3329,-71.0377
Parks & Recreation Department,42.3380,-71.0783
Public Works Department,42.3594,-71.0587
Public Works Department,42.3202,-71.1048
Public Works Department,42.3129,-71.1277
Public Works Department,42.3895,-70.9967
Inspectional Services,42.2796,-71.0818
Transportation - Traffic Division,42.3887,-71.0024
Property Management,42.3413,-71.0832
Inspectional Services,42.2689,-71.1492
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3514,-71.0848
Public Works Department,42.3520,-71.0796
Transportation - Traffic Division,42.2871,-71.0707
Inspectional Services,42.3769,-71.0658
Public Works Department,42.3380,-71.0483
Public Works Department,42.3816,-71.0305
Public Works Department,42.3480,-71.1572
Public Works Department,42.2844,-71.0663
Public Works Department,42.3594,-71.0587
Public Works Department,42.3635,-71.1299
Public Works Department,42.3688,-71.0393
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Animal Control,42.3856,-71.0051
Animal Control,42.2905,-71.1206
Transportation - Traffic Division,42.2924,-71.0555
Public Works Department,42.3114,-71.1250
Public Works Department,42.2751,-71.1557
Transportation - Traffic Division,42.3787,-71.0386
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3807,-71.0665
Public Works Department,42.2889,-71.0872
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.3389,-71.0754
Transportation - Traffic Division,42.3389,-71.0754
Public Works Department,42.3594,-71.0587
Public Works Department,42.2723,-71.0727
Public Works Department,42.3003,-71.0763
Public Works Department,42.3664,-71.0359
Public Works Department,42.3436,-71.1001
Public Works Department,42.2813,-71.0774
Inspectional Services,42.3379,-71.0518
Mayor's 24 Hour Hotline,42.3183,-71.0797
Public Works Department,42.3379,-71.0702
Transportation - Traffic Division,42.3221,-71.0603
Public Works Department,42.2809,-71.1434
Transportation - Traffic Division,42.3807,-71.0685
Transportation - Traffic Division,42.2792,-71.0715
Public Works Department,42.2836,-71.0945
Public Works Department,42.3385,-71.0786
Public Works Department,42.3238,-71.0782
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3362,-71.0738
Transportation - Traffic Division,42.3801,-71.0273
Public Works Department,42.3545,-71.0588
Transportation - Traffic Division,42.3608,-71.0680
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2959,-71.0612
Public Works Department,42.3804,-71.0336
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3270,-71.1048
Public Works Department,42.3594,-71.0587
Public Works Department,42.3049,-71.0649
Transportation - Traffic Division,42.3186,-71.0595
Mayor's 24 Hour Hotline,42.3923,-71.0036
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2808,-71.0579
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Animal Control,42.3594,-71.0587
Public Works Department,42.3420,-71.0702
Transportation - Traffic Division,42.3465,-71.0666
Transportation - Traffic Division,42.3466,-71.0672
Inspectional Services,42.3431,-71.0728
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3267,-71.0957
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3384,-71.1479
Public Works Department,42.3309,-71.0408
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3758,-71.0594
Public Works Department,42.3351,-71.0261
Transportation - Traffic Division,42.3802,-71.0272
Public Works Department,42.2800,-71.1382
Public Works Department,42.3094,-71.1197
Mayor's 24 Hour Hotline,42.3131,-71.0808
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3345,-71.0777
Transportation - Traffic Division,42.3325,-71.0499
Transportation - Traffic Division,42.3131,-71.0933
Transportation - Traffic Division,42.3376,-71.0470
Public Works Department,42.3635,-71.0561
Transportation - Traffic Division,42.3573,-71.0714
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.2865,-71.1339
Public Works Department,42.3629,-71.0552
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3811,-71.0289
Public Works Department,42.2728,-71.1095
Public Works Department,42.3422,-71.0862
Public Works Department,42.2440,-71.1240
Public Works Department,42.3785,-71.0390
Transportation - Traffic Division,42.3648,-71.0300
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3395,-71.0552
Public Works Department,42.2766,-71.1539
Public Works Department,42.3454,-71.0743
Property Management,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3143,-71.0721
Animal Control,42.3780,-71.0666
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.2900,-71.0657
Transportation - Traffic Division,42.3379,-71.0376
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Animal Control,42.3197,-71.0592
Parks & Recreation Department,42.3594,-71.0587
Transportation - Traffic Division,42.3334,-71.0850
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Transportation - Traffic Division,42.3279,-71.0562
Transportation - Traffic Division,42.2885,-71.0603
Public Works Department,42.3253,-71.1067
Public Works Department,42.3824,-71.0337
Public Works Department,42.2895,-71.1252
Transportation - Traffic Division,42.3783,-71.0630
Transportation - Traffic Division,42.2821,-71.0861
Parks & Recreation Department,42.3884,-71.0094
Public Works Department,42.3594,-71.0587
Public Works Department,42.3688,-71.0398
Public Works Department,42.3187,-71.0957
Public Works Department,42.3384,-71.0785
Public Works Department,42.2899,-71.1559
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3727,-71.0395
Public Works Department,42.3355,-71.0480
Transportation - Traffic Division,42.3754,-71.0345
Transportation - Traffic Division,42.3190,-71.0577
Inspectional Services,42.3825,-71.0367
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3323,-71.0683
Public Works Department,42.3048,-71.1145
Public Works Department,42.2958,-71.0737
Transportation - Traffic Division,42.3594,-71.0587
